name,country,state,county,city,street_address,zip_code,latitude,longitude,email,website,phone_number,type,is_operational,description
Puehuehuiki Cemetery,United States,Hawaii,Maui County,Waineʻe,Waineʻe,,20.8633363,-156.6690101,,,,human,true,
Man Fook Tong Chinese Cemetery,United States,Hawaii,Maui County,Waineʻe,Waineʻe,,20.8638685,-156.6689604,,,,human,true,
Maria Lanakila Catholic Cemetery,United States,HI,Maui County,Lahaina,712 Waine'e Street,96761,20.8755003,-156.6768823,,,,human,true,
Holy​ Innocents Church Cemetery,United States,Hawaii,Maui County,Lunaville,Lunaville,,20.8727457,-156.6753215,,,,human,true,
Jacobson Cemetery,United States,Hawaii,Maui County,Waineʻe,Waineʻe,,20.8705338,-156.6702046,,,,human,true,
Paʻia Hongwanji Cemetery,United States,Hawaii,Maui County,Lower Pāʻia,Lower Pāʻia,,20.9143118,-156.3907952,,,,human,true,
Pa'ia Hawaiian Protestant Church Cemetery,United States,Hawaii,Maui County,Lower Pāʻia,Lower Pāʻia,,20.9178235,-156.3779914,,,,human,true,
Pauwela Hongwanji Cemetery,United States,Hawaii,Maui County,Paʻuwela,Paʻuwela,,20.9309254,-156.3227308,,,,human,true,
Nahina Family Cemetery,United States,Hawaii,Maui County,Honokahua,Honokahua,,20.9978597,-156.6669835,,https://www.findagrave.com/cemetery/2561991/nahina-family-cemetery,,human,true,
Kalapaki Bay Memorial Park,United States,Hawaii,Kauai County,Nāwiliwili,Nāwiliwili,,21.9595929,-159.3556317,,,,human,true,
Ma'ema'e Chapel Cemetary,United States,Hawaii,Honolulu County,Pu‘unui,Pu‘unui,,21.3292764,-157.8479071,,,,human,true,
Filipino cemetery,United States,Hawaii,Hawaii County,Ferndale (historical),Ferndale (historical),,19.5768174,-155.066649,,,,human,true,
Molokai Veterans Cemetery,United States,Hawaii,Maui County,Ho‘olehua,Ho‘olehua,,21.1771943,-157.0591233,,,,human,true,
Kahala Cemetery,United States,Hawaii,Honolulu County,Kāhala,Kāhala,,21.280125,-157.7883165,,,,human,true,
